Age,Education_Level,Years_Experience,Job_Title,Location,Industry,Workclass,Gender,Hours_per_week,Marital_Status,Salary_USD
37,Bachelor's,13,Data Scientist,Austin,Retail,Self-employed,Male,50,Single,123513
33,PhD,3,Research Scientist,Seattle,Healthcare,Government,Male,40,Divorced,121079
29,Master's,12,Business Analyst,Miami,Biotech,Private,Female,41,Single,89821
41,PhD,15,ML Engineer,Boston,Retail,Private,Male,39,Married,167363
24,High School,15,Project Manager,Chicago,Retail,Private,Female,36,Divorced,123419
37,Master's,4,Business Analyst,Atlanta,Healthcare,Self-employed,Female,53,Married,72196
51,PhD,19,Project Manager,Austin,Consulting,Government,Male,37,Divorced,107975
44,Master's,5,Marketing Manager,New York,Consulting,Self-employed,Female,40,Divorced,102150
49,PhD,5,Business Analyst,San Francisco,Tech,Government,Female,47,Divorced,111699
26,High School,17,Data Analyst,New York,Healthcare,Self-employed,Female,45,Single,108732
41,PhD,5,Data Analyst,Miami,Biotech,Government,Male,30,Married,55439
22,Master's,6,Project Manager,Miami,Tech,Self-employed,Male,58,Married,86737
51,High School,15,Marketing Manager,Kolkata,Healthcare,Private,Male,59,Married,45292
42,Bachelor's,8,Project Manager,Austin,Consulting,Self-employed,Female,35,Divorced,97636
41,High School,12,Software Engineer,San Diego,Tech,Private,Female,46,Single,129000
27,High School,11,Data Analyst,Denver,Consulting,Private,Male,51,Single,87825
43,High School,18,Data Scientist,Chicago,Finance,Private,Male,42,Single,142870
39,Master's,0,Project Manager,New York,Finance,Self-employed,Female,52,Single,105762
29,High School,7,Project Manager,Bangalore,Tech,Private,Male,54,Divorced,41264
60,PhD,3,Data Engineer,Bangalore,Tech,Self-employed,Female,39,Divorced,49233
53,High School,18,HR Manager,Chicago,Healthcare,Government,Male,39,Single,111448
54,High School,4,HR Manager,Boston,Biotech,Self-employed,Female,30,Single,87349
37,PhD,16,Research Scientist,Mumbai,Biotech,Self-employed,Female,36,Married,62429
33,PhD,2,Marketing Manager,San Francisco,Finance,Self-employed,Female,49,Divorced,99730
59,Bachelor's,18,Data Analyst,San Francisco,Finance,Government,Male,38,Single,126760
55,High School,0,Data Analyst,Atlanta,Finance,Government,Female,40,Divorced,53077
35,Master's,0,HR Manager,Miami,Consulting,Government,Male,49,Married,68351
57,High School,19,Project Manager,Seattle,Biotech,Private,Female,31,Single,130891
54,High School,8,Project Manager,Boston,Tech,Self-employed,Female,30,Divorced,109075
44,PhD,4,Data Analyst,Denver,Finance,Self-employed,Female,52,Divorced,66927
23,Bachelor's,6,Marketing Manager,Chennai,Retail,Private,Male,41,Divorced,32012
42,High School,5,ML Engineer,Hyderabad,Healthcare,Private,Female,36,Divorced,56690
23,Master's,16,Software Engineer,Miami,Tech,Self-employed,Male,48,Divorced,120371
48,High School,16,Data Engineer,Mumbai,Tech,Private,Female,34,Divorced,57649
30,Master's,12,Data Analyst,Bangalore,Tech,Private,Female,55,Married,33407
22,PhD,11,Research Scientist,Miami,Biotech,Government,Male,41,Divorced,123831
32,Bachelor's,3,ML Engineer,Mumbai,Finance,Private,Male,43,Married,52653
24,High School,7,Data Analyst,Chicago,Healthcare,Private,Female,57,Married,71595
44,Bachelor's,4,Data Engineer,San Francisco,Consulting,Self-employed,Male,36,Divorced,139629
47,High School,4,HR Manager,Chennai,Healthcare,Private,Female,37,Single,30033
25,Master's,12,Data Analyst,New York,Healthcare,Private,Male,43,Divorced,105082
39,Bachelor's,10,ML Engineer,Atlanta,Retail,Private,Female,41,Married,141553
27,High School,7,Software Engineer,Austin,Healthcare,Government,Male,38,Divorced,111939
56,PhD,7,Project Manager,Atlanta,Consulting,Self-employed,Male,39,Divorced,91799
43,Master's,0,Business Analyst,Boston,Healthcare,Government,Male,39,Divorced,86001
36,Bachelor's,12,HR Manager,Miami,Retail,Private,Male,30,Married,86113
43,High School,4,ML Engineer,Denver,Healthcare,Self-employed,Female,54,Married,136813
58,Bachelor's,7,Research Scientist,Denver,Finance,Self-employed,Male,51,Married,136011
33,High School,16,Research Scientist,Mumbai,Retail,Private,Male,35,Single,63004
59,Master's,12,Data Scientist,Atlanta,Finance,Government,Male,43,Single,118358
39,PhD,8,Business Analyst,Atlanta,Finance,Private,Female,52,Single,84054
56,Master's,1,Data Analyst,Bangalore,Tech,Government,Female,38,Single,23980
51,Bachelor's,18,Data Scientist,Chennai,Retail,Private,Male,52,Divorced,57146
45,Bachelor's,19,Research Scientist,Seattle,Healthcare,Self-employed,Female,52,Single,163994
51,High School,16,Data Analyst,Bangalore,Biotech,Self-employed,Female,56,Single,35272
35,Master's,6,Data Scientist,San Diego,Biotech,Government,Male,41,Single,119062
27,High School,2,Data Analyst,Miami,Biotech,Private,Female,48,Divorced,59000
24,Master's,18,Software Engineer,New York,Consulting,Government,Male,55,Single,164582
37,Bachelor's,18,Business Analyst,Kolkata,Finance,Self-employed,Male,54,Single,45580
28,High School,8,HR Manager,Atlanta,Finance,Self-employed,Female,49,Single,84976
35,High School,9,HR Manager,Boston,Finance,Government,Female,51,Married,84847
30,Master's,13,HR Manager,Mumbai,Retail,Government,Male,58,Single,38058
36,PhD,17,Research Scientist,San Diego,Consulting,Government,Male,52,Single,144366
42,Master's,14,Software Engineer,Chennai,Healthcare,Government,Male,57,Single,50590
56,PhD,0,Data Engineer,Delhi,Tech,Government,Female,58,Divorced,43354
23,Master's,5,Business Analyst,Denver,Retail,Private,Female,41,Single,85419
48,Bachelor's,14,ML Engineer,Kolkata,Finance,Government,Female,54,Single,59288
23,High School,5,Marketing Manager,Chennai,Healthcare,Government,Female,42,Married,32215
56,Master's,17,Data Engineer,Mumbai,Biotech,Self-employed,Male,58,Married,59450
39,Bachelor's,0,ML Engineer,San Diego,Tech,Self-employed,Female,55,Divorced,128779
35,Master's,2,HR Manager,Boston,Biotech,Private,Female,57,Divorced,71926
41,High School,16,ML Engineer,San Diego,Healthcare,Government,Female,32,Single,160375
39,Master's,15,Data Analyst,Mumbai,Healthcare,Government,Male,59,Married,34990
31,PhD,7,Data Analyst,Miami,Biotech,Self-employed,Female,40,Divorced,66444
46,High School,16,ML Engineer,Denver,Retail,Self-employed,Male,31,Divorced,161449
23,PhD,7,Project Manager,Boston,Tech,Self-employed,Female,47,Married,105375
46,Bachelor's,16,Data Scientist,Chennai,Biotech,Government,Male,47,Single,56398
54,Bachelor's,8,Marketing Manager,Chennai,Biotech,Government,Male,54,Married,35533
57,Master's,11,Research Scientist,Kolkata,Retail,Private,Male,53,Single,58356
52,PhD,18,ML Engineer,Seattle,Biotech,Self-employed,Male,54,Single,169014
35,PhD,3,Business Analyst,Kolkata,Tech,Self-employed,Female,38,Married,34335
22,High School,10,Project Manager,Chennai,Consulting,Self-employed,Female,30,Single,46390
37,PhD,3,Software Engineer,Miami,Tech,Self-employed,Female,55,Divorced,95772
24,PhD,13,Project Manager,New York,Retail,Self-employed,Male,55,Married,138233
56,High School,13,Marketing Manager,Hyderabad,Biotech,Government,Male,45,Divorced,40263
27,High School,5,Business Analyst,San Diego,Finance,Government,Male,54,Single,90826
46,PhD,16,Project Manager,Atlanta,Finance,Self-employed,Male,30,Single,105673
34,Master's,1,Research Scientist,Mumbai,Healthcare,Self-employed,Female,50,Married,45053
55,High School,7,Data Scientist,Seattle,Consulting,Government,Female,49,Married,125407
29,High School,3,Business Analyst,Miami,Retail,Government,Male,53,Single,81153
42,PhD,9,Data Analyst,Atlanta,Healthcare,Private,Female,34,Married,65696
55,PhD,6,Research Scientist,Chennai,Healthcare,Government,Male,57,Single,54946
25,High School,3,HR Manager,Boston,Finance,Private,Female,54,Divorced,67768
46,PhD,15,Software Engineer,Kolkata,Tech,Self-employed,Female,46,Married,50882
36,High School,13,Marketing Manager,Mumbai,Healthcare,Self-employed,Male,37,Divorced,43812
25,Master's,15,Marketing Manager,San Francisco,Healthcare,Self-employed,Female,35,Married,128136
33,Master's,8,ML Engineer,New York,Consulting,Government,Male,30,Divorced,173385
53,High School,3,Marketing Manager,New York,Finance,Government,Female,42,Single,98714
53,High School,5,Marketing Manager,Seattle,Tech,Self-employed,Male,47,Single,90982
49,Bachelor's,0,Data Scientist,Mumbai,Consulting,Self-employed,Male,33,Single,41110
34,Bachelor's,6,Software Engineer,Seattle,Tech,Private,Male,44,Single,118589
52,PhD,0,Data Scientist,San Diego,Tech,Government,Female,43,Married,107550
35,PhD,18,Data Analyst,Boston,Healthcare,Government,Female,45,Divorced,99542
41,High School,7,Business Analyst,Chennai,Consulting,Private,Male,34,Married,36372
39,High School,2,Project Manager,Kolkata,Healthcare,Self-employed,Male,59,Married,40967
50,Bachelor's,0,Software Engineer,Denver,Biotech,Self-employed,Female,30,Single,99844
27,Bachelor's,0,Project Manager,San Diego,Tech,Government,Male,55,Married,83356
53,High School,6,HR Manager,New York,Consulting,Government,Male,52,Divorced,101220
50,Master's,12,Data Scientist,Chicago,Finance,Self-employed,Female,58,Married,140506
23,Master's,0,Research Scientist,San Diego,Healthcare,Private,Male,33,Divorced,125941
44,PhD,15,Project Manager,Denver,Biotech,Private,Male,59,Single,120468
40,High School,13,Research Scientist,San Francisco,Retail,Private,Male,59,Single,180072
52,High School,3,ML Engineer,Boston,Biotech,Government,Female,59,Married,133892
26,PhD,11,Software Engineer,San Diego,Biotech,Private,Female,46,Divorced,124955
40,Bachelor's,11,ML Engineer,Hyderabad,Healthcare,Government,Male,57,Single,61526
55,Bachelor's,16,Business Analyst,Miami,Finance,Government,Male,35,Single,87771
31,Master's,14,ML Engineer,Boston,Consulting,Self-employed,Female,54,Married,152997
46,High School,9,Research Scientist,Delhi,Tech,Self-employed,Male,54,Divorced,55616
23,Bachelor's,2,Marketing Manager,Miami,Finance,Private,Male,56,Single,71842
32,Master's,19,Data Scientist,San Francisco,Healthcare,Private,Male,33,Single,177426
52,Master's,19,ML Engineer,Mumbai,Retail,Government,Female,36,Divorced,67379
36,Master's,11,Business Analyst,New York,Consulting,Self-employed,Female,55,Married,129646
30,Bachelor's,0,Software Engineer,Kolkata,Tech,Self-employed,Female,30,Married,40708
44,Bachelor's,0,Data Engineer,New York,Retail,Government,Male,39,Single,124004
40,High School,9,Business Analyst,Mumbai,Consulting,Private,Male,42,Single,43095
30,High School,17,Data Scientist,Delhi,Tech,Private,Female,38,Married,53787
56,Master's,14,Project Manager,Chicago,Tech,Government,Male,43,Married,122791
42,Master's,1,Data Analyst,New York,Biotech,Self-employed,Female,30,Single,65014
30,Bachelor's,16,Software Engineer,Boston,Retail,Government,Male,59,Divorced,139117
49,Bachelor's,7,Research Scientist,San Diego,Retail,Government,Female,38,Divorced,132610
28,High School,8,Data Analyst,Seattle,Healthcare,Private,Female,35,Single,77921
37,High School,19,Business Analyst,Hyderabad,Finance,Self-employed,Female,39,Single,43228
37,PhD,10,Business Analyst,New York,Biotech,Private,Male,40,Single,124377
54,High School,5,Business Analyst,Seattle,Biotech,Private,Male,36,Single,92082
25,Bachelor's,13,Data Analyst,San Francisco,Consulting,Self-employed,Female,49,Married,106904
25,Master's,0,ML Engineer,Atlanta,Retail,Private,Male,54,Divorced,121273
60,PhD,6,Data Scientist,Mumbai,Tech,Government,Female,57,Divorced,49157
38,High School,8,Software Engineer,Boston,Tech,Government,Female,51,Divorced,114946
58,High School,10,Data Scientist,Miami,Consulting,Self-employed,Female,41,Married,113351
60,Bachelor's,15,Software Engineer,Austin,Retail,Government,Female,51,Single,115006
50,PhD,18,Software Engineer,Chicago,Healthcare,Government,Male,41,Divorced,142032
57,High School,1,Project Manager,New York,Tech,Government,Female,43,Divorced,105373
59,Master's,14,Business Analyst,Mumbai,Biotech,Government,Male,39,Married,39514
60,Bachelor's,2,Data Engineer,Kolkata,Biotech,Private,Female,45,Single,45625
58,PhD,3,HR Manager,Hyderabad,Retail,Government,Female,51,Single,31612
56,High School,19,Data Scientist,Atlanta,Tech,Self-employed,Female,33,Single,131837
28,High School,6,Project Manager,Mumbai,Tech,Private,Female,58,Divorced,42009
48,PhD,11,Business Analyst,San Diego,Healthcare,Government,Female,52,Married,91998
49,Bachelor's,3,Marketing Manager,Chicago,Retail,Government,Female,43,Divorced,66087
43,PhD,9,Marketing Manager,New York,Tech,Self-employed,Female,31,Married,113185
35,PhD,5,ML Engineer,Hyderabad,Healthcare,Private,Male,31,Married,58009
28,Bachelor's,13,Data Analyst,Hyderabad,Biotech,Government,Male,58,Divorced,30978
58,High School,2,Marketing Manager,Austin,Healthcare,Self-employed,Male,40,Married,73467
43,Master's,16,Research Scientist,Denver,Tech,Private,Male,40,Married,157951
26,Bachelor's,10,Business Analyst,Austin,Finance,Private,Male,35,Married,89980
23,Master's,9,HR Manager,San Francisco,Retail,Government,Female,54,Single,111007
48,High School,9,Data Engineer,Atlanta,Tech,Self-employed,Female,32,Single,120557
42,PhD,9,Business Analyst,Denver,Finance,Self-employed,Male,52,Single,96685
59,Master's,2,Marketing Manager,Miami,Biotech,Government,Female,38,Single,74795
36,High School,14,HR Manager,Hyderabad,Retail,Government,Female,57,Divorced,43026
42,High School,16,Data Engineer,Atlanta,Consulting,Government,Female,54,Divorced,129790
31,PhD,17,ML Engineer,San Diego,Retail,Self-employed,Male,32,Divorced,163561
44,PhD,18,ML Engineer,Denver,Biotech,Private,Male,30,Single,161047
60,High School,18,Project Manager,Seattle,Biotech,Government,Male,31,Divorced,126776
26,High School,11,Data Engineer,Denver,Biotech,Government,Female,44,Single,136218
22,Master's,4,Data Engineer,San Francisco,Healthcare,Private,Male,40,Single,154551
34,High School,15,Research Scientist,Chicago,Biotech,Private,Female,37,Married,157099
42,High School,14,Data Engineer,Delhi,Consulting,Self-employed,Female,45,Married,58776
47,Master's,14,Marketing Manager,Miami,Tech,Government,Female,52,Single,97410
42,Bachelor's,5,Research Scientist,Miami,Finance,Self-employed,Female,46,Married,113828
39,Master's,11,Data Engineer,Seattle,Retail,Private,Female,32,Married,132225
58,Master's,1,Data Scientist,Delhi,Retail,Government,Male,37,Married,45674
53,PhD,19,Project Manager,Bangalore,Biotech,Self-employed,Male,36,Married,51240
57,Master's,8,Project Manager,New York,Finance,Self-employed,Male,50,Divorced,139195
38,High School,3,Data Scientist,New York,Biotech,Private,Female,32,Married,127670
56,High School,4,Research Scientist,Chicago,Healthcare,Government,Male,36,Single,131098
32,High School,7,ML Engineer,Chicago,Finance,Self-employed,Male,34,Married,147015
42,Bachelor's,9,Data Scientist,Mumbai,Biotech,Self-employed,Female,30,Married,49676
47,High School,6,Business Analyst,Kolkata,Biotech,Private,Male,34,Divorced,34865
25,Bachelor's,13,Data Analyst,Delhi,Consulting,Government,Female,32,Divorced,33721
55,High School,4,HR Manager,Kolkata,Consulting,Private,Female,47,Divorced,27917
39,Master's,15,ML Engineer,Chennai,Consulting,Self-employed,Female,58,Married,66915
56,PhD,14,ML Engineer,Denver,Healthcare,Government,Female,48,Single,171504
50,High School,4,Software Engineer,Atlanta,Finance,Private,Male,39,Divorced,95664
50,Bachelor's,2,ML Engineer,Austin,Healthcare,Government,Male,33,Married,117723
59,Bachelor's,9,Project Manager,Atlanta,Tech,Government,Female,59,Married,91301
42,PhD,4,ML Engineer,Denver,Biotech,Government,Male,42,Married,132519
34,High School,14,Business Analyst,Boston,Biotech,Self-employed,Male,58,Divorced,105053
38,Master's,17,ML Engineer,Boston,Biotech,Government,Female,30,Married,170044
30,High School,7,Data Engineer,Denver,Consulting,Private,Female,33,Divorced,144965
22,High School,1,Project Manager,Hyderabad,Biotech,Government,Female,38,Married,35354
23,PhD,7,Data Scientist,Denver,Consulting,Government,Male,46,Single,119490
50,High School,7,Data Scientist,Miami,Tech,Self-employed,Male,40,Single,106344
54,Master's,3,Marketing Manager,Chennai,Healthcare,Private,Female,36,Married,33302
31,Bachelor's,18,Data Analyst,Atlanta,Healthcare,Government,Female,53,Divorced,87949
42,PhD,17,Data Analyst,San Diego,Healthcare,Self-employed,Female,54,Married,94505
49,Master's,0,Data Engineer,San Francisco,Consulting,Self-employed,Male,36,Single,135334
32,Bachelor's,19,Data Analyst,San Diego,Retail,Government,Female,42,Married,104796
55,PhD,14,ML Engineer,Miami,Retail,Government,Male,54,Divorced,145639
29,PhD,17,Data Scientist,Chicago,Finance,Government,Female,55,Divorced,147604
43,Bachelor's,11,ML Engineer,Chennai,Retail,Self-employed,Male,58,Divorced,61540
29,Bachelor's,0,Software Engineer,Austin,Finance,Government,Male,59,Divorced,89148
36,Master's,6,Marketing Manager,Austin,Tech,Self-employed,Female,48,Single,75082
38,High School,18,Data Scientist,San Francisco,Finance,Private,Male,46,Divorced,178319
44,High School,0,Data Analyst,Austin,Tech,Government,Male,47,Divorced,55904
45,High School,6,HR Manager,Miami,Biotech,Private,Male,59,Single,76352
40,High School,1,ML Engineer,Chicago,Healthcare,Private,Female,55,Divorced,124178
26,High School,6,Business Analyst,Denver,Retail,Private,Male,42,Single,93696
53,Master's,18,HR Manager,Seattle,Consulting,Self-employed,Male,46,Divorced,104457
22,PhD,12,Business Analyst,Hyderabad,Tech,Self-employed,Male,47,Divorced,39843
44,Master's,4,Software Engineer,Boston,Retail,Self-employed,Female,54,Divorced,111642
58,Master's,18,Data Analyst,San Diego,Consulting,Self-employed,Female,50,Divorced,96886
29,Master's,0,ML Engineer,Bangalore,Consulting,Private,Female,49,Married,56708
34,PhD,0,ML Engineer,Bangalore,Healthcare,Self-employed,Male,31,Married,52969
29,Master's,17,Business Analyst,Denver,Biotech,Private,Female,48,Divorced,112514
44,Master's,0,ML Engineer,Atlanta,Biotech,Private,Female,44,Divorced,116513
22,PhD,4,Software Engineer,Atlanta,Finance,Self-employed,Female,38,Divorced,91926
45,Master's,8,Project Manager,Bangalore,Retail,Private,Female,59,Married,44862
56,High School,11,Project Manager,Austin,Biotech,Self-employed,Male,58,Divorced,102217
45,Bachelor's,8,Business Analyst,Kolkata,Healthcare,Private,Female,58,Single,39064
38,Master's,17,Data Analyst,Mumbai,Retail,Government,Female,43,Married,35472
26,Bachelor's,10,Business Analyst,Atlanta,Consulting,Self-employed,Female,48,Married,93506
41,Master's,0,Research Scientist,Miami,Tech,Private,Female,37,Married,103791
42,Master's,18,ML Engineer,Chennai,Tech,Self-employed,Male,41,Divorced,65292
52,High School,9,ML Engineer,San Francisco,Biotech,Private,Male,46,Single,178353
57,PhD,1,Project Manager,Denver,Finance,Self-employed,Female,41,Married,89095
32,Bachelor's,6,HR Manager,Mumbai,Tech,Government,Male,44,Single,31215
36,PhD,19,Business Analyst,Chennai,Finance,Government,Male,34,Single,47100
40,High School,1,Data Analyst,Seattle,Tech,Self-employed,Female,31,Single,67050
28,High School,18,Project Manager,New York,Finance,Self-employed,Male,49,Divorced,156570
49,Bachelor's,5,Business Analyst,Chicago,Finance,Private,Female,47,Divorced,93537
26,PhD,9,Data Scientist,San Francisco,Consulting,Private,Male,32,Divorced,156517
26,High School,8,Data Analyst,Atlanta,Healthcare,Self-employed,Female,34,Married,66260
51,Master's,7,Data Analyst,Chennai,Tech,Government,Male,31,Married,31842
53,Master's,10,Data Engineer,Bangalore,Retail,Government,Male,38,Single,50528
29,Master's,8,HR Manager,Chennai,Biotech,Self-employed,Female,53,Married,35268
31,PhD,19,Software Engineer,New York,Healthcare,Private,Male,34,Divorced,170648
59,Master's,19,Data Analyst,San Diego,Consulting,Self-employed,Female,56,Divorced,97549
53,Master's,8,Data Engineer,Denver,Consulting,Self-employed,Male,46,Divorced,127389
49,High School,7,ML Engineer,Atlanta,Consulting,Government,Female,50,Divorced,129433
38,High School,14,Business Analyst,Miami,Biotech,Government,Male,49,Single,93791
52,Master's,1,Marketing Manager,Kolkata,Tech,Private,Male,44,Married,31829
29,Master's,0,Marketing Manager,Delhi,Tech,Private,Male,59,Divorced,31891
46,High School,8,HR Manager,Atlanta,Finance,Self-employed,Male,42,Single,79410
30,Bachelor's,8,ML Engineer,Denver,Finance,Self-employed,Male,38,Married,147936
23,PhD,12,Data Analyst,Boston,Retail,Self-employed,Female,31,Single,87802
36,PhD,7,ML Engineer,Austin,Finance,Self-employed,Female,52,Divorced,133542
24,High School,4,Data Engineer,Hyderabad,Biotech,Government,Female,31,Divorced,47643
57,PhD,2,Data Scientist,San Diego,Healthcare,Private,Female,58,Divorced,106310
25,High School,3,Software Engineer,San Diego,Tech,Private,Male,58,Married,107389
35,High School,16,Research Scientist,Denver,Finance,Private,Female,40,Divorced,156622
46,High School,15,Software Engineer,Kolkata,Biotech,Private,Female,57,Married,48838
31,High School,15,Data Analyst,Miami,Biotech,Government,Male,32,Single,81310
42,Bachelor's,19,ML Engineer,Delhi,Retail,Self-employed,Female,59,Married,69457
57,Master's,2,Software Engineer,Kolkata,Finance,Private,Male,32,Single,41367
33,Master's,5,Business Analyst,Atlanta,Retail,Private,Female,39,Married,87845
48,Bachelor's,0,Software Engineer,New York,Consulting,Self-employed,Male,53,Divorced,128003
23,PhD,15,Data Engineer,Miami,Consulting,Government,Male,31,Divorced,129678
34,PhD,14,Software Engineer,Seattle,Consulting,Government,Male,30,Single,126161
53,Master's,6,Business Analyst,Miami,Finance,Private,Female,35,Married,81228
52,PhD,1,Research Scientist,Boston,Biotech,Private,Male,35,Married,122674
37,Master's,9,Research Scientist,Hyderabad,Biotech,Private,Female,40,Single,52853
53,Master's,14,Business Analyst,Delhi,Tech,Government,Male,45,Married,40483
53,Bachelor's,5,ML Engineer,Bangalore,Consulting,Private,Male,30,Married,51457
55,PhD,1,Data Scientist,Seattle,Finance,Self-employed,Male,34,Single,111894
32,Bachelor's,16,Data Analyst,Miami,Tech,Government,Male,54,Single,91975
31,Master's,0,HR Manager,Hyderabad,Biotech,Government,Male,55,Single,24019
36,Master's,0,Marketing Manager,Boston,Tech,Self-employed,Male,56,Married,74079
38,Master's,3,ML Engineer,Boston,Consulting,Self-employed,Female,39,Single,134929
39,High School,19,Software Engineer,Boston,Healthcare,Government,Male,50,Single,137240
30,High School,15,Marketing Manager,San Francisco,Consulting,Private,Male,57,Single,133541
46,High School,7,Marketing Manager,Mumbai,Consulting,Government,Female,52,Single,33823
35,Bachelor's,0,Business Analyst,Chicago,Finance,Private,Female,35,Divorced,70269
46,Master's,18,Project Manager,Denver,Healthcare,Self-employed,Male,40,Divorced,123329
43,PhD,10,Data Scientist,San Diego,Retail,Private,Male,55,Divorced,126661
51,Bachelor's,16,Data Scientist,Delhi,Healthcare,Self-employed,Male,45,Single,52338
41,Bachelor's,9,Project Manager,San Francisco,Healthcare,Private,Male,49,Married,131073
42,Bachelor's,11,Data Analyst,Bangalore,Biotech,Private,Female,42,Divorced,30428
53,PhD,8,Project Manager,Chicago,Tech,Self-employed,Female,41,Single,105585
42,Master's,6,HR Manager,Denver,Biotech,Private,Female,47,Divorced,80186
56,High School,11,HR Manager,San Diego,Retail,Government,Female,55,Divorced,86630
53,Master's,14,Business Analyst,Chennai,Healthcare,Private,Female,42,Single,44981
51,Master's,7,Software Engineer,Kolkata,Finance,Government,Male,34,Single,45037
60,Bachelor's,16,Marketing Manager,Delhi,Retail,Self-employed,Female,57,Divorced,42909
33,Bachelor's,4,Data Scientist,Kolkata,Consulting,Private,Male,57,Single,48373
39,Bachelor's,13,Data Scientist,Seattle,Consulting,Private,Female,59,Divorced,137443
42,High School,1,Project Manager,Delhi,Biotech,Government,Female,59,Divorced,37090
34,High School,15,Project Manager,Atlanta,Retail,Government,Male,55,Divorced,104291
42,High School,16,Project Manager,Delhi,Biotech,Self-employed,Male,42,Divorced,46576
29,Master's,2,Data Analyst,San Francisco,Finance,Government,Male,54,Married,77747
28,Bachelor's,0,Project Manager,San Diego,Consulting,Government,Male,42,Married,85190
44,PhD,17,Software Engineer,San Diego,Biotech,Government,Male,48,Single,137972
53,Master's,17,Marketing Manager,Delhi,Tech,Private,Male,48,Married,43341
32,High School,3,ML Engineer,Bangalore,Biotech,Private,Female,42,Married,55697
43,PhD,14,ML Engineer,New York,Biotech,Private,Female,57,Single,183685
43,PhD,18,Software Engineer,Seattle,Healthcare,Private,Female,40,Divorced,130294
46,Bachelor's,18,Data Engineer,Hyderabad,Tech,Private,Female,45,Married,63758
43,PhD,9,HR Manager,Chennai,Tech,Government,Female,52,Married,34901
49,High School,4,ML Engineer,San Francisco,Finance,Government,Female,43,Married,171079
50,Bachelor's,18,Data Analyst,Boston,Healthcare,Private,Female,39,Married,88940
34,PhD,10,Data Engineer,Boston,Tech,Private,Female,31,Divorced,133585
39,Bachelor's,6,Research Scientist,Kolkata,Healthcare,Self-employed,Male,37,Single,55405
23,PhD,4,Data Analyst,Chicago,Healthcare,Self-employed,Female,52,Married,60177
50,Master's,19,Data Scientist,Delhi,Consulting,Government,Female,37,Married,63751
42,Master's,11,ML Engineer,Delhi,Tech,Self-employed,Male,55,Married,61205
36,High School,18,HR Manager,San Diego,Consulting,Government,Male,51,Married,101905
48,Master's,14,Project Manager,Seattle,Biotech,Self-employed,Female,50,Single,119760
52,Master's,11,Project Manager,Hyderabad,Biotech,Private,Male,56,Divorced,47018
36,Master's,3,Marketing Manager,Miami,Consulting,Private,Male,49,Single,69185
44,PhD,11,HR Manager,Austin,Biotech,Government,Male,43,Married,79731
45,PhD,17,Data Scientist,Hyderabad,Consulting,Government,Male,53,Married,58098
34,Bachelor's,16,Business Analyst,Bangalore,Finance,Government,Female,43,Single,45726
43,PhD,18,ML Engineer,Chennai,Healthcare,Government,Male,47,Divorced,66003
58,Master's,15,Marketing Manager,Hyderabad,Finance,Self-employed,Female,44,Divorced,42805
54,PhD,10,HR Manager,San Francisco,Tech,Private,Male,51,Divorced,113121
24,High School,1,Research Scientist,Miami,Finance,Self-employed,Male,59,Divorced,110580
40,Bachelor's,15,Data Analyst,New York,Finance,Private,Male,57,Single,103851
44,Bachelor's,0,Data Scientist,Mumbai,Biotech,Private,Male,45,Single,43958
50,PhD,16,HR Manager,San Diego,Retail,Self-employed,Male,43,Divorced,110781
51,Master's,17,ML Engineer,Atlanta,Retail,Government,Male,39,Single,149099
60,Bachelor's,12,Data Analyst,Delhi,Consulting,Self-employed,Male,51,Single,36080
46,High School,4,HR Manager,New York,Tech,Self-employed,Male,50,Married,90514
58,High School,5,Software Engineer,Hyderabad,Retail,Self-employed,Male,31,Single,44525
29,Bachelor's,0,Marketing Manager,Chicago,Biotech,Private,Female,34,Single,78972
37,Master's,9,HR Manager,Seattle,Tech,Government,Female,32,Divorced,95489
29,Master's,4,Software Engineer,Boston,Healthcare,Private,Female,52,Single,114138
22,PhD,0,Data Analyst,Boston,Consulting,Self-employed,Male,36,Divorced,54404
26,PhD,10,Data Analyst,Atlanta,Biotech,Self-employed,Male,53,Married,77183
24,Bachelor's,6,Data Analyst,Hyderabad,Finance,Private,Male,56,Married,32172
22,PhD,17,Business Analyst,Denver,Healthcare,Private,Female,41,Single,111126
25,PhD,19,HR Manager,Hyderabad,Finance,Government,Male,59,Single,41411
56,PhD,9,Software Engineer,Denver,Retail,Self-employed,Female,39,Divorced,117878
53,High School,14,Project Manager,Delhi,Tech,Private,Female,40,Married,47559
55,PhD,3,Research Scientist,San Diego,Healthcare,Private,Male,59,Divorced,124250
46,Bachelor's,15,Research Scientist,Boston,Biotech,Private,Female,54,Single,144066
31,Master's,14,Software Engineer,Kolkata,Finance,Private,Male,46,Married,54145
42,PhD,14,Project Manager,Chicago,Retail,Self-employed,Female,33,Single,113700
60,Master's,11,Data Scientist,Boston,Finance,Government,Male,35,Married,129465
48,PhD,7,Business Analyst,Chennai,Tech,Private,Male,36,Divorced,37818
48,Bachelor's,7,Software Engineer,New York,Tech,Private,Male,56,Single,127965
23,High School,17,ML Engineer,Seattle,Retail,Government,Male,34,Single,156256
34,Bachelor's,5,Marketing Manager,Kolkata,Consulting,Self-employed,Male,35,Married,33137
30,High School,4,Marketing Manager,San Francisco,Retail,Private,Female,46,Divorced,104554
